,Rnd,Player,Age,Rookie Year,avg_depth_of_target,avoided_tackles,caught_percent,grades_offense,longest,receptions,routes,targeted_qb_rating,targets,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,ypt,Rookie year,"1,000 Yard Seasons"
299,3.0,Early Doucet,22.0,2008,4.1,1.0,82.4,69.4,12.0,14.0,59.0,88.7,17.0,90.0,53.0,3.8,6.4,1.53,5.294117647058823,2008,0
300,3.0,Harry Douglas,23.0,2008,10.8,1.0,59.0,61.1,69.0,23.0,294.0,72.6,39.0,320.0,119.0,5.2,13.9,1.09,8.205128205128204,2008,1
301,3.0,Mario Manningham,22.0,2008,0.0,1.0,80.0,58.1,11.0,4.0,20.0,88.3,5.0,26.0,22.0,5.5,6.5,1.3,5.2,2008,0
302,3.0,Andre Caldwell,23.0,2008,5.5,1.0,73.3,67.2,15.0,11.0,86.0,57.1,15.0,78.0,48.0,4.4,7.1,0.91,5.2,2008,0
303,4.0,Will Franklin,22.0,2008,11.1,3.0,41.2,46.6,42.0,7.0,214.0,32.2,17.0,83.0,33.0,4.7,11.9,0.39,4.882352941176471,2008,0
304,4.0,Lavelle Hawkins,22.0,2008,6.0,1.0,77.8,64.8,19.0,7.0,84.0,98.1,9.0,68.0,20.0,2.9,9.7,0.81,7.555555555555555,2008,0
305,4.0,Keenan Burton,23.0,2008,12.8,0.0,46.4,52.2,30.0,13.0,190.0,63.4,28.0,172.0,64.0,4.9,13.2,0.91,6.142857142857143,2008,0
306,6.0,Josh Morgan,23.0,2008,13.0,1.0,51.3,61.8,48.0,20.0,241.0,83.2,39.0,319.0,102.0,5.1,16.0,1.32,8.179487179487179,2008,0
307,6.0,Pierre Garcon,22.0,2008,3.0,0.0,100.0,60.1,12.0,4.0,36.0,90.6,4.0,23.0,11.0,2.8,5.8,0.64,5.75,2008,2
308,7.0,Chaz Schilens,22.0,2008,15.1,1.0,50.0,60.0,60.0,15.0,217.0,83.5,30.0,226.0,53.0,3.5,15.1,1.04,7.533333333333333,2008,0
309,1.0,Ted Ginn Jr.,22.0,2007,11.4,1.0,52.3,63.6,54.0,34.0,383.0,63.6,65.0,420.0,178.0,5.2,12.4,1.1,6.461538461538462,2007,0
310,1.0,Dwayne Bowe,22.0,2007,12.8,12.0,59.3,81.7,58.0,70.0,556.0,86.7,118.0,995.0,361.0,5.2,14.2,1.79,8.432203389830509,2007,3
311,1.0,Craig Davis,21.0,2007,9.2,2.0,66.7,63.7,18.0,20.0,219.0,67.1,30.0,188.0,78.0,3.9,9.4,0.86,6.266666666666667,2007,0
312,1.0,Anthony Gonzalez,22.0,2007,11.9,4.0,72.5,78.3,57.0,37.0,260.0,129.2,51.0,576.0,177.0,4.8,15.6,2.22,11.294117647058824,2007,0
313,2.0,Sidney Rice,21.0,2007,14.2,1.0,63.3,82.5,60.0,31.0,220.0,107.2,49.0,396.0,83.0,2.7,12.8,1.8,8.081632653061224,2007,1
314,2.0,Dwayne Jarrett,20.0,2007,14.4,0.0,46.2,53.7,22.0,6.0,78.0,31.9,13.0,73.0,1.0,0.2,12.2,0.94,5.615384615384615,2007,0
315,2.0,Steve Smith,22.0,2007,10.4,16.0,62.6,80.1,74.0,87.0,479.0,86.1,139.0,1002.0,475.0,5.5,11.5,2.09,7.2086330935251794,2007,0
316,2.0,Steve Smith,22.0,2007,13.1,1.0,57.1,57.5,12.0,8.0,73.0,68.5,14.0,63.0,19.0,2.4,7.9,0.86,4.5,2007,0
317,3.0,Jacoby Jones,23.0,2007,7.3,1.0,65.2,61.7,26.0,15.0,121.0,65.3,23.0,149.0,50.0,3.3,9.9,1.23,6.478260869565218,2007,0
318,3.0,Yamon Figurs,24.0,2007,38.3,0.0,33.3,73.9,36.0,1.0,11.0,79.9,3.0,36.0,2.0,2.0,36.0,3.27,12.0,2007,0
319,3.0,Laurent Robinson,22.0,2007,12.7,1.0,53.6,57.7,74.0,37.0,358.0,59.9,69.0,437.0,132.0,3.6,11.8,1.22,6.333333333333333,2007,0
320,3.0,Jason Hill,22.0,2007,4.5,0.0,50.0,47.5,6.0,1.0,24.0,56.3,2.0,6.0,0.0,0.0,6.0,0.25,3.0,2007,0
321,3.0,James Jones,23.0,2007,10.9,3.0,61.0,63.9,79.0,47.0,494.0,87.4,77.0,676.0,217.0,4.6,14.4,1.37,8.779220779220779,2007,0
322,3.0,Johnnie Lee Higgins,23.0,2007,10.7,0.0,85.7,50.9,16.0,6.0,86.0,94.6,7.0,47.0,6.0,1.0,7.8,0.55,6.714285714285714,2007,0
323,4.0,Ryne Robinson,22.0,2007,6.5,0.0,50.0,56.2,12.0,4.0,50.0,62.0,8.0,35.0,17.0,4.3,8.8,0.7,4.375,2007,0
324,4.0,Chris Davis,23.0,2007,3.8,0.0,55.6,48.8,13.0,5.0,44.0,66.0,9.0,38.0,24.0,4.8,7.6,0.86,4.222222222222222,2007,0
325,4.0,Chris Davis,23.0,2007,-4.0,0.0,100.0,60.0,3.0,1.0,6.0,79.2,1.0,3.0,7.0,7.0,3.0,0.5,3.0,2007,0
326,5.0,Steve Breaston,24.0,2007,11.9,1.0,57.1,61.2,22.0,8.0,58.0,37.5,14.0,92.0,37.0,4.6,11.5,1.59,6.571428571428571,2007,1
327,5.0,Aundrae Allison,21.0,2007,14.5,2.0,44.4,57.2,35.0,8.0,100.0,67.4,18.0,122.0,51.0,6.4,15.3,1.22,6.777777777777778,2007,0
328,5.0,Legedu Naanee,23.0,2007,6.7,1.0,66.7,63.0,22.0,8.0,73.0,46.9,12.0,69.0,46.0,5.8,8.6,0.95,5.75,2007,0
329,6.0,Courtney Taylor,23.0,2007,8.5,1.0,83.3,61.9,12.0,5.0,41.0,93.1,6.0,38.0,16.0,3.2,7.6,0.93,6.333333333333333,2007,0
330,7.0,John Broussard,23.0,2007,33.3,0.0,40.0,69.9,56.0,4.0,54.0,81.3,10.0,126.0,6.0,1.5,31.5,2.33,12.6,2007,0
331,1.0,Santonio Holmes,22.0,2006,12.5,4.0,59.0,80.1,67.0,49.0,382.0,70.6,83.0,824.0,337.0,6.9,16.8,2.16,9.927710843373495,2006,1
332,2.0,Chad Jackson,21.0,2006,12.1,1.0,68.4,59.5,35.0,13.0,117.0,132.0,19.0,152.0,55.0,4.2,11.7,1.3,8.0,2006,0
333,2.0,Sinorice Moss,22.0,2006,10.4,1.0,50.0,53.8,10.0,5.0,25.0,56.3,10.0,25.0,24.0,4.8,5.0,1.0,2.5,2006,0
334,2.0,Greg Jennings,22.0,2006,14.1,11.0,43.7,62.9,75.0,45.0,495.0,57.6,103.0,632.0,267.0,5.9,14.0,1.28,6.135922330097087,2006,4
335,3.0,Travis Wilson,22.0,2006,16.7,1.0,33.3,56.7,16.0,2.0,72.0,12.5,6.0,32.0,5.0,2.5,16.0,0.44,5.333333333333333,2006,0
336,3.0,Derek Hagan,21.0,2006,10.9,2.0,58.3,56.5,24.0,21.0,212.0,85.5,36.0,221.0,51.0,2.4,10.5,1.04,6.138888888888889,2006,0
337,3.0,Maurice Stovall,21.0,2006,9.4,1.0,58.3,64.5,27.0,7.0,90.0,51.4,12.0,102.0,28.0,4.0,14.6,1.13,8.5,2006,0
338,4.0,Michael Robinson,23.0,2006,0.0,2.0,75.0,52.1,12.0,9.0,51.0,80.9,12.0,47.0,52.0,5.8,5.2,0.92,3.9166666666666665,2006,0
339,4.0,Jason Avant,23.0,2006,10.8,2.0,58.3,56.7,18.0,7.0,100.0,102.1,12.0,68.0,35.0,5.0,9.7,0.68,5.666666666666667,2006,0
340,4.0,Demetrius Williams,23.0,2006,14.5,3.0,56.4,68.6,77.0,22.0,230.0,87.1,39.0,396.0,125.0,5.7,18.0,1.72,10.153846153846153,2006,0
341,4.0,Brandon Marshall,22.0,2006,14.6,8.0,57.1,74.0,71.0,20.0,155.0,93.6,35.0,309.0,103.0,5.2,15.5,1.99,8.82857142857143,2006,8
342,6.0,Delanie Walker,22.0,2006,3.0,1.0,50.0,62.6,29.0,2.0,19.0,75.0,4.0,30.0,31.0,15.5,15.0,1.58,7.5,2006,1
343,6.0,Jeff Webb,24.0,2006,8.0,0.0,75.0,61.4,11.0,3.0,19.0,88.5,4.0,23.0,1.0,0.3,7.7,1.21,5.75,2006,0
344,7.0,David Anderson,23.0,2006,6.0,3.0,100.0,78.4,27.0,1.0,6.0,118.8,1.0,27.0,21.0,21.0,27.0,4.5,27.0,2006,0
345,7.0,Marques Colston,23.0,2006,10.9,5.0,64.2,81.5,86.0,70.0,447.0,108.3,109.0,1038.0,354.0,5.1,14.8,2.32,9.522935779816514,2006,7
