Rank,Player,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
189,J.J. Arcega-Whiteside (FA),7,2,36,18,7,3.5,0,0,29,14.5,3,1.5,0,5,1.10%,5,3,0,2,1,0,0,0,23
190,Trenton Irwin (CIN),5,2,34,17,6,3,0,0,28,14,0,0,0,5,0.90%,2,0,1,1,1,0,0,0,25
191,Cody Hollister (FA),3,4,33,8.3,16,4,0,0,17,4.3,13,3.3,0,7,1.30%,4,0,2,1,0,0,0,0,14
192,Cody White (SEA),6,5,33,6.6,19,3.8,0,0,14,2.8,4,0.8,0,6,0.90%,6,1,0,1,0,0,0,0,11
193,KJ Hill Jr. (FA),6,3,30,10,18,6,0,0,12,4,0,0,0,3,0.50%,3,0,0,1,0,0,0,0,19
194,Jake Kumerow (FA),7,2,28,14,21,10.5,0,0,7,3.5,4,2,0,6,1.00%,3,1,2,2,0,0,0,0,15
195,Christian Blake (FA),10,4,25,6.3,23,5.8,0,0,2,0.5,0,0,0,10,1.80%,5,1,2,0,0,0,0,0,8
196,Marcus Kemp (FA),12,2,24,12,16,8,0,0,8,4,2,1,0,5,0.80%,3,1,0,1,0,0,0,0,16
197,Tylan Wallace (BAL),10,2,23,11.5,9,4.5,0,0,14,7,10,5,2,6,1.00%,2,0,1,1,0,0,0,0,18
198,Dazz Newsome (FA),3,2,23,11.5,8,4,0,0,15,7.5,6,3,0,5,1.00%,2,0,0,2,0,0,0,0,13
199,David Sills (DEN),4,2,17,8.5,15,7.5,0,0,2,1,0,0,0,6,1.10%,3,1,1,1,0,0,0,0,12
200,Keith Kirkwood (BAL),3,3,17,5.7,1,0.3,0,0,16,5.3,2,0.7,0,7,1.20%,4,1,1,0,0,0,0,0,7
201,Tyron Billy-Johnson (DAL),7,2,16,8,7,3.5,0,0,9,4.5,0,0,0,5,0.90%,2,0,0,1,0,0,0,0,10
202,Stanley Morgan Jr. (NO),11,2,11,5.5,-9,-4.5,0,0,20,10,0,0,0,4,0.70%,2,0,0,0,0,0,0,0,8
203,Frank Darby (SF),4,1,14,14,3,3,0,0,11,11,4,4,1,4,0.70%,2,1,0,1,0,0,0,0,14
204,Racey McMath (DAL),6,2,8,4,-1,-0.5,0,0,9,4.5,0,0,0,6,1.10%,2,0,1,0,0,0,0,0,9
205,Travis Benjamin (FA),5,0,0,0,0,0,0,0,0,0,0,0,0,5,1.00%,0,0,0,0,0,0,0,0,0
206,Diontae Spencer (FA),15,1,-3,-3,-3,-3,0,0,0,0,0,0,0,4,0.80%,1,0,1,0,0,0,0,0,0
